available cuda: 2
loading data: May23_05-52-59
data loaded: May23_05-56-12
mean: [0.81036124 0.61035397 0.74000449]
std: [0.16581212 0.26087577 0.17437672]
training started: May23_05-56-12
epoch:00, train:0.315, valid:0.591, best:0.591, date:May23_06-08-10
epoch:52, train:0.753, valid:0.818, best:0.834, date:May23_16-22-23
epoch:53, train:0.759, valid:0.837, best:0.837, date:May23_16-34-12
epoch:54, train:0.758, valid:0.814, best:0.837, date:May23_16-46-00
epoch:55, train:0.754, valid:0.819, best:0.837, date:May23_16-57-48
epoch:56, train:0.757, valid:0.818, best:0.837, date:May23_17-09-37
epoch:57, train:0.771, valid:0.799, best:0.837, date:May23_17-21-25
epoch:58, train:0.757, valid:0.835, best:0.837, date:May23_17-33-13
epoch:59, train:0.759, valid:0.812, best:0.837, date:May23_17-45-00
epoch:60, train:0.767, valid:0.792, best:0.837, date:May23_17-56-48
epoch:61, train:0.768, valid:0.813, best:0.837, date:May23_18-08-36
epoch:62, train:0.758, valid:0.812, best:0.837, date:May23_18-20-23
epoch:63, train:0.771, valid:0.824, best:0.837, date:May23_18-32-11
epoch:64, train:0.765, valid:0.833, best:0.837, date:May23_18-43-59
epoch:65, train:0.767, valid:0.811, best:0.837, date:May23_18-55-48
epoch:66, train:0.758, valid:0.794, best:0.837, date:May23_19-07-36
epoch:67, train:0.767, valid:0.791, best:0.837, date:May23_19-19-24
epoch:68, train:0.766, valid:0.793, best:0.837, date:May23_19-31-12
epoch:69, train:0.761, valid:0.800, best:0.837, date:May23_19-43-00
epoch:70, train:0.768, valid:0.826, best:0.837, date:May23_19-54-48
epoch:71, train:0.778, valid:0.828, best:0.837, date:May23_20-06-35
epoch:72, train:0.769, valid:0.810, best:0.837, date:May23_20-18-23
epoch:73, train:0.766, valid:0.810, best:0.837, date:May23_20-30-11
epoch:74, train:0.768, valid:0.817, best:0.837, date:May23_20-41-59
epoch:75, train:0.774, valid:0.811, best:0.837, date:May23_20-53-47
epoch:76, train:0.769, valid:0.820, best:0.837, date:May23_21-05-35
epoch:77, train:0.789, valid:0.807, best:0.837, date:May23_21-17-23
epoch:78, train:0.776, valid:0.830, best:0.837, date:May23_21-29-10
epoch:79, train:0.778, valid:0.823, best:0.837, date:May23_21-40-58
epoch:80, train:0.776, valid:0.820, best:0.837, date:May23_21-52-46
epoch:81, train:0.774, valid:0.813, best:0.837, date:May23_22-04-33
epoch:82, train:0.772, valid:0.803, best:0.837, date:May23_22-16-21
epoch:83, train:0.774, valid:0.810, best:0.837, date:May23_22-28-09
epoch:84, train:0.776, valid:0.816, best:0.837, date:May23_22-39-56
epoch:85, train:0.779, valid:0.820, best:0.837, date:May23_22-51-44
epoch:86, train:0.775, valid:0.799, best:0.837, date:May23_23-03-32
epoch:87, train:0.779, valid:0.806, best:0.837, date:May23_23-15-19
epoch:88, train:0.777, valid:0.823, best:0.837, date:May23_23-27-07
epoch:89, train:0.780, valid:0.807, best:0.837, date:May23_23-38-53
epoch:90, train:0.791, valid:0.826, best:0.837, date:May23_23-50-41
epoch:91, train:0.775, valid:0.789, best:0.837, date:May24_00-02-28
epoch:92, train:0.783, valid:0.827, best:0.837, date:May24_00-14-16
epoch:93, train:0.785, valid:0.800, best:0.837, date:May24_00-26-03
epoch:94, train:0.783, valid:0.823, best:0.837, date:May24_00-37-51
epoch:95, train:0.773, valid:0.805, best:0.837, date:May24_00-49-39
epoch:96, train:0.779, valid:0.819, best:0.837, date:May24_01-01-27
epoch:97, train:0.791, valid:0.819, best:0.837, date:May24_01-13-15
epoch:98, train:0.780, valid:0.811, best:0.837, date:May24_01-25-02
epoch:99, train:0.778, valid:0.824, best:0.837, date:May24_01-36-50
training finished: May24_01-36-50
